FAKE_DATA,denominator,sex,age_band,measure,interval_start,interval_end,ratio,numerator
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,30,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-12-01,2018-12-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-01-01,2019-01-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0289855072463768,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-02-01,2019-02-28,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0289855072463768,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-03-01,2019-03-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0289855072463768,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-04-01,2019-04-30,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0434782608695652,15
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-05-01,2019-05-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0434782608695652,15
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-06-01,2019-06-30,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0434782608695652,15
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-07-01,2019-07-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0434782608695652,15
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-08-01,2019-08-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0422535211267605,15
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0434782608695652,15
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-09-01,2019-09-30,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,345,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0289855072463768,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-10-01,2019-10-31,0.0,0
FAKE_DATA,360,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0277777777777777,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,350,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0285714285714285,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-11-01,2019-11-30,0.0,0
FAKE_DATA,360,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0416666666666666,15
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,350,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0285714285714285,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2019-12-01,2019-12-31,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0410958904109589,15
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,350,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,20,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-01-01,2020-01-31,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0273972602739726,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,350,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0285714285714285,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,20,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-02-01,2020-02-29,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0273972602739726,10
