LSOA code (2011),Unnamed: 0,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),pcd7,pcd8,pcds,dointr,doterm,usertype,oa11,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw,FID
E01002724,2747,Islington 022D,E09000019,Islington,14.573,19372,6,0.066,22473,7,0.033,29807,10,5.937,26231,8,-0.20199999999999999,19157,6,-0.45299999999999996,23163,8,27.685,8690,3,53.924,1315,1,EC1M4PH,EC1M 4PH,EC1M 4PH,199812,200506,1,E00013549,E02000575,E09000019,Islington 022D,Islington 022,Islington,,742404
E01002725,2748,Islington 022E,E09000019,Islington,29.084,8458,3,0.21100000000000002,6054,2,0.11199999999999999,10739,4,15.534,16952,6,0.436,9878,4,0.43,10033,4,29.535,7276,3,36.865,5440,2,EC1R1UA,EC1R 1UA,EC1R 1UA,198001,0,0,E00013569,E02000575,E09000019,Islington 022E,Islington 022,Islington,,744012
E01002726,2749,Islington 022F,E09000019,Islington,24.493000000000002,11070,4,0.172,8612,3,0.109,11137,4,7.84,24100,8,0.324,11288,4,0.187,13721,5,27.81,8598,3,35.243,6126,2,EC1A1WA,EC1A 1WA,EC1A 1WA,199507,200103,1,E00013578,E02000575,E09000019,Islington 022F,Islington 022,Islington,,742001
E01002727,2750,Islington 021C,E09000019,Islington,26.051,10165,4,0.155,10008,4,0.10800000000000001,11367,4,11.902000000000001,20031,7,0.10300000000000001,14464,5,0.489,9224,3,28.35,8153,3,46.351000000000006,2590,1,EC1R1TA,EC1R 1TA,EC1R 1TA,199812,200408,1,E00013556,E02000574,E09000019,Islington 021C,Islington 021,Islington,,744008
E01002728,2751,Islington 021D,E09000019,Islington,27.235,9446,3,0.15,10495,4,0.095,13414,5,9.661,22208,7,0.6709999999999999,7165,3,1.112,2721,1,27.014,9263,3,35.2,6144,2,N1  9NJ,N1   9NJ,N1 9NJ,198001,201511,1,E00013555,E02000574,E09000019,Islington 021D,Islington 021,Islington,,1440001
E01002729,2752,Islington 021E,E09000019,Islington,31.026999999999997,7539,3,0.18600000000000003,7605,3,0.159,5774,2,7.445,24542,8,-0.079,17253,6,0.703,6469,2,24.118000000000002,12017,4,56.13399999999999,1051,1,EC1R1AE,EC1R 1AE,EC1R 1AE,201411,0,0,E00013560,E02000574,E09000019,Islington 021E,Islington 021,Islington,,744007
E01002730,2753,Islington 007A,E09000019,Islington,30.4,7841,3,0.168,8967,3,0.094,13537,5,9.46,22409,7,0.528,8755,3,1.557,906,1,30.287,6770,3,39.097,4589,2,N7  6BH,N7   6BH,N7 6BH,198001,0,0,E00013593,E02000560,E09000019,Islington 007A,Islington 007,Islington,,1461223
E01002731,2754,Islington 007B,E09000019,Islington,24.496,11066,4,0.125,13149,5,0.067,19620,6,10.247,21595,7,-0.13,18071,6,1.166,2432,1,32.035,5633,2,47.063,2440,1,N7  6AJ,N7   6AJ,N7 6AJ,198001,0,0,E00013597,E02000560,E09000019,Islington 007B,Islington 007,Islington,,1461201
E01002732,2755,Islington 005A,E09000019,Islington,47.055,2650,1,0.29100000000000004,2481,1,0.22,2255,1,23.439,11648,4,0.9590000000000001,4549,2,1.3730000000000002,1448,1,31.405,6026,2,29.831999999999997,8915,3,N4  3NS,N4   3NS,N4 3NS,198001,0,0,E00013584,E02000558,E09000019,Islington 005A,Islington 005,Islington,,1458847
E01002733,2756,Islington 007C,E09000019,Islington,18.532,15654,5,0.12300000000000001,13320,5,0.067,19618,6,1.225,31753,10,-0.209,19253,6,0.983,3656,2,23.169,13018,4,33.207,7103,3,N7  6BP,N7   6BP,N7 6BP,198001,0,0,E00013622,E02000560,E09000019,Islington 007C,Islington 007,Islington,,1461227
E01002734,2757,Islington 005B,E09000019,Islington,40.543,4096,2,0.264,3421,2,0.149,6687,3,21.967,12560,4,0.485,9259,3,1.5830000000000002,836,1,33.926,4603,2,36.243,5709,2,N4  2DA,N4   2DA,N4 2DA,198001,0,0,E00174769,E02000558,E09000019,Islington 005B,Islington 005,Islington,,1458503
E01002735,2758,Islington 003A,E09000019,Islington,33.51,6465,2,0.235,4772,2,0.147,6851,3,6.4510000000000005,25652,8,0.324,11287,4,1.058,3093,1,30.601999999999997,6530,2,38.07,4959,2,N4  2AL,N4   2AL,N4 2AL,199706,0,0,E00013607,E02000556,E09000019,Islington 003A,Islington 003,Islington,,1458466
E01002736,2759,Islington 005C,E09000019,Islington,45.005,3060,1,0.336,1296,1,0.21899999999999997,2332,1,30.254,8456,3,0.561,8378,3,0.885,4529,2,27.051,9217,3,22.471,13502,5,N4  3NJ,N4   3NJ,N4 3NJ,198001,0,0,E00013605,E02000558,E09000019,Islington 005C,Islington 005,Islington,,1458841
E01002737,2760,Islington 005D,E09000019,Islington,35.801,5609,2,0.268,3300,2,0.171,4919,2,25.83,10405,4,0.611,7798,3,0.436,9954,4,27.180999999999997,9094,3,23.924,12474,4,N4  3QX,N4   3QX,N4 3QX,198001,0,0,E00013610,E02000558,E09000019,Islington 005D,Islington 005,Islington,,1458909
E01002738,2761,Islington 009A,E09000019,Islington,24.682,10960,4,0.16399999999999998,9270,3,0.114,10484,4,12.292,19673,6,-0.233,19627,6,0.7609999999999999,5827,2,26.246,9941,4,34.201,6591,3,N5  1BD,N5   1BD,N5 1BD,199507,199512,1,E00013658,E02000562,E09000019,Islington 009A,Islington 009,Islington,,1459455
E01002739,2762,Islington 013A,E09000019,Islington,17.378,16660,6,0.114,14466,5,0.07200000000000001,18367,6,1.6880000000000002,31224,10,-0.441,22657,7,0.457,9659,3,23.79,12354,4,41.214,3875,2,N7  7BD,N7   7BD,N7 7BD,199301,199405,1,E00013655,E02000566,E09000019,Islington 013A,Islington 013,Islington,,1461838
E01002740,2763,Islington 013B,E09000019,Islington,16.104,17843,6,0.076,20368,7,0.052000000000000005,24155,8,4.747,27607,9,-0.759,26558,9,0.97,3769,2,22.639,13591,5,43.196000000000005,3361,2,N1  2LQ,N1   2LQ,N1 2LQ,200012,201001,1,E00013631,E02000566,E09000019,Islington 013B,Islington 013,Islington,,1437666
E01002741,2764,Islington 009B,E09000019,Islington,34.846,5946,2,0.264,3467,2,0.171,4941,2,21.088,13079,4,0.40399999999999997,10267,4,0.581,7976,3,28.864,7758,3,24.06,12371,4,N16 9DJ,N16  9DJ,N16 9DJ,198001,0,0,E00013628,E02000562,E09000019,Islington 009B,Islington 009,Islington,,1448097
E01002742,2765,Islington 006A,E09000019,Islington,15.800999999999998,18132,6,0.09300000000000001,17409,6,0.054000000000000006,23379,8,1.4869999999999999,31466,10,-0.187,18949,6,0.713,6361,2,20.561,15993,5,39.527,4413,2,N5  2JP,N5   2JP,N5 2JP,198001,0,0,E00013638,E02000559,E09000019,Islington 006A,Islington 006,Islington,,1460022
E01002743,2766,Islington 009C,E09000019,Islington,19.06,15181,5,0.129,12667,4,0.071,18447,6,8.148,23792,8,0.033,15498,5,0.358,11047,4,25.915,10244,4,34.123000000000005,6623,3,N16 9DB,N16  9DB,N16 9DB,198001,0,0,E00013629,E02000562,E09000019,Islington 009C,Islington 009,Islington,,1448093
E01002744,2767,Islington 009D,E09000019,Islington,17.889,16228,5,0.113,14540,5,0.08900000000000001,14547,5,6.872000000000001,25176,8,0.185,13266,5,0.19,13672,5,22.913,13307,5,26.629,10788,4,N5  2BD,N5   2BD,N5 2BD,198001,0,0,E00013646,E02000562,E09000019,Islington 009D,Islington 009,Islington,,1459727
E01002745,2768,Islington 013C,E09000019,Islington,15.807,18128,6,0.111,14868,5,0.079,16469,6,5.096,27183,9,-0.505,23495,8,0.45399999999999996,9708,3,22.079,14229,5,27.058000000000003,10506,4,N5  1AA,N5   1AA,N5 1AA,198001,199212,0,E00013685,E02000566,E09000019,Islington 013C,Islington 013,Islington,,1459408
E01002747,2769,Islington 006B,E09000019,Islington,13.325,20714,7,0.091,17761,6,0.07,18657,6,2.092,30795,10,-0.053,16833,6,-0.877,28032,9,23.418000000000003,12745,4,30.233,8673,3,N4  2PD,N4   2PD,N4 2PD,200012,0,0,E00013663,E02000559,E09000019,Islington 006B,Islington 006,Islington,,1458406
E01002748,2770,Islington 006C,E09000019,Islington,39.897,4293,2,0.24600000000000002,4219,2,0.177,4459,2,8.618,23295,8,0.637,7534,3,1.646,689,1,30.701,6473,2,36.588,5544,2,N4  2QE,N4   2QE,N4 2QE,200405,0,0,E00013697,E02000559,E09000019,Islington 006C,Islington 006,Islington,,1458427
E01002749,2771,Islington 006D,E09000019,Islington,22.829,12160,4,0.16399999999999998,9318,3,0.092,13924,5,13.439,18648,6,-0.066,17019,6,0.515,8858,3,23.955,12193,4,36.054,5784,2,N4  2ED,N4   2ED,N4 2ED,198001,0,0,E00013701,E02000559,E09000019,Islington 006D,Islington 006,Islington,,1458632
E01002751,2772,Islington 005E,E09000019,Islington,38.0,4870,2,0.263,3496,2,0.16,5731,2,15.087,17297,6,0.396,10387,4,0.633,7283,3,31.053,6241,2,53.251000000000005,1403,1,N7  6DB,N7   6DB,N7 6DB,198001,0,0,E00013680,E02000558,E09000019,Islington 005E,Islington 005,Islington,,1461237
E01002752,2773,Islington 009E,E09000019,Islington,22.426,12440,4,0.175,8376,3,0.111,10958,4,8.86,23012,8,-0.096,17498,6,0.424,10110,4,23.898000000000003,12246,4,27.8,10076,4,N5  1AG,N5   1AG,N5 1AG,198001,0,0,E00013683,E02000562,E09000019,Islington 009E,Islington 009,Islington,,1459438
E01002753,2774,Islington 002A,E09000019,Islington,29.443,8283,3,0.195,6937,3,0.126,8946,3,24.723000000000003,10976,4,0.37200000000000005,10699,4,0.5760000000000001,8046,3,30.761,6433,2,24.201,12291,4,N19 3EP,N19  3EP,N19 3EP,198001,0,0,E00013729,E02000555,E09000019,Islington 002A,Islington 002,Islington,,1450811
E01002754,2775,Islington 002B,E09000019,Islington,16.43,17536,6,0.107,15359,5,0.065,19990,7,2.258,30580,10,0.016,15759,5,0.7440000000000001,6004,2,24.444000000000003,11683,4,22.93,13179,5,N19 3TR,N19  3TR,N19 3TR,198001,0,0,E00013712,E02000555,E09000019,Islington 002B,Islington 002,Islington,,1450860
E01002755,2776,Islington 001A,E09000019,Islington,39.869,4303,2,0.272,3162,1,0.215,2512,1,16.725,16023,5,0.7390000000000001,6477,2,0.8909999999999999,4480,2,27.728,8661,3,22.433000000000003,13543,5,N19 3FD,N19  3FD,N19 3FD,201801,0,0,E00013734,E02000554,E09000019,Islington 001A,Islington 001,Islington,,1450823
E01002756,2777,Islington 001B,E09000019,Islington,27.776,9162,3,0.18100000000000002,7976,3,0.136,7819,3,4.725,27645,9,0.182,13301,5,0.976,3717,2,23.070999999999998,13129,4,37.351,5237,2,N19 3AQ,N19  3AQ,N19 3AQ,198001,0,0,E00013739,E02000554,E09000019,Islington 001B,Islington 001,Islington,,1450866
E01002757,2778,Islington 002C,E09000019,Islington,24.101999999999997,11321,4,0.193,7111,3,0.11900000000000001,9849,3,14.204,17978,6,0.004,15937,5,0.267,12448,4,24.063000000000002,12074,4,25.27,11607,4,N19 3SH,N19  3SH,N19 3SH,201304,0,0,E00013707,E02000555,E09000019,Islington 002C,Islington 002,Islington,,1450891
E01002758,2779,Islington 001C,E09000019,Islington,44.13399999999999,3231,1,0.315,1810,1,0.21899999999999997,2329,1,18.573,14718,5,1.061,3793,2,0.652,7051,3,28.603,7963,3,26.329,10974,4,N19 3HL,N19  3HL,N19 3HL,201208,0,0,E00013724,E02000554,E09000019,Islington 001C,Islington 001,Islington,,1450841
E01002759,2780,Islington 002D,E09000019,Islington,20.645,13811,5,0.163,9371,3,0.08900000000000001,14582,5,5.332999999999999,26926,9,0.479,9336,3,0.17,13996,5,22.285999999999998,13988,5,25.586,11418,4,N19 3RA,N19  3RA,N19 3RA,198001,0,0,E00013719,E02000555,E09000019,Islington 002D,Islington 002,Islington,,1450851
E01002760,2781,Islington 002E,E09000019,Islington,38.826,4631,2,0.307,2019,1,0.18899999999999997,3747,2,25.843000000000004,10399,4,0.565,8351,3,0.452,9747,3,25.928,10231,4,23.633000000000003,12685,4,N19 3ED,N19  3ED,N19 3ED,199512,200009,1,E00013704,E02000555,E09000019,Islington 002E,Islington 002,Islington,,1450803
E01002762,2782,Islington 011C,E09000019,Islington,20.717,13764,5,0.109,15130,5,0.08199999999999999,15886,5,4.378,28066,9,0.141,13875,5,0.608,7632,3,31.006,6270,2,35.645,5955,2,N7  0XD,N7   0XD,N7 0XD,200310,200611,1,E00013747,E02000564,E09000019,Islington 011C,Islington 011,Islington,,1461207
E01002763,2783,Islington 007D,E09000019,Islington,33.113,6622,3,0.16699999999999998,9021,3,0.122,9470,3,10.468,21390,7,1.082,3666,2,1.245,2001,1,31.026999999999997,6259,2,35.277,6107,2,N7  0SD,N7   0SD,N7 0SD,198001,0,0,E00013764,E02000560,E09000019,Islington 007D,Islington 007,Islington,,1461209
E01002764,2784,Islington 010A,E09000019,Islington,30.945999999999998,7581,3,0.213,5914,2,0.122,9482,3,15.649000000000001,16860,6,0.107,14402,5,0.9279999999999999,4144,2,29.022,7631,3,40.609,4066,2,N7  0SJ,N7   0SJ,N7 0SJ,198001,0,0,E00013774,E02000563,E09000019,Islington 010A,Islington 010,Islington,,1461378
E01002765,2785,Islington 015D,E09000019,Islington,28.236,8909,3,0.19699999999999998,6861,3,0.109,11122,4,19.759,13904,5,0.588,8084,3,0.204,13423,5,32.272,5486,2,27.971,9971,4,N7  8DE,N7   8DE,N7 8DE,201301,0,0,E00013757,E02000568,E09000019,Islington 015D,Islington 015,Islington,,1462062
E01002766,2786,Islington 015E,E09000019,Islington,31.553,7264,3,0.213,5927,2,0.128,8693,3,27.211,9730,3,0.546,8548,3,0.415,10225,4,31.353,6044,2,28.901,9435,3,N7  0BJ,N7   0BJ,N7 0BJ,198001,0,0,E00013751,E02000568,E09000019,Islington 015E,Islington 015,Islington,,1461395
E01002767,2787,Islington 011D,E09000019,Islington,36.783,5275,2,0.231,4962,2,0.14800000000000002,6712,3,15.103,17282,6,0.622,7699,3,0.897,4409,2,42.357,1574,1,31.45,8020,3,N7  6NR,N7   6NR,N7 6NR,198001,199405,1,E00013767,E02000564,E09000019,Islington 011D,Islington 011,Islington,,1461628
E01002768,2788,Islington 004A,E09000019,Islington,29.311999999999998,8350,3,0.19,7337,3,0.132,8222,3,8.3,23637,8,0.6920000000000001,6966,3,0.539,8550,3,28.669,7914,3,34.57,6440,2,N19 5YA,N19  5YA,N19 5YA,200206,200403,1,E00013804,E02000557,E09000019,Islington 004A,Islington 004,Islington,,1451655
E01002769,2789,Islington 008A,E09000019,Islington,20.118,14242,5,0.111,14846,5,0.076,17374,6,1.837,31063,10,0.07200000000000001,14919,5,0.72,6287,2,29.982,6985,3,36.400999999999996,5624,2,N15 4XB,N15  4XB,N15 4XB,200112,0,1,E00013793,E02000561,E09000019,Islington 008A,Islington 008,Islington,,1446008
E01002770,2790,Islington 004B,E09000019,Islington,29.976999999999997,8029,3,0.159,9692,3,0.111,10849,4,3.7889999999999997,28776,9,0.835,5584,2,1.034,3267,1,28.63,7948,3,44.516000000000005,3015,1,N19 3EJ,N19  3EJ,N19 3EJ,198001,199606,1,E00013813,E02000557,E09000019,Islington 004B,Islington 004,Islington,,1450808
E01002771,2791,Islington 004C,E09000019,Islington,27.333000000000002,9390,3,0.19899999999999998,6720,3,0.115,10373,4,8.655,23244,8,0.13,14023,5,0.925,4183,2,27.616,8748,3,31.413,8049,3,N19 5BF,N19  5BF,N19 5BF,200210,0,0,E00013817,E02000557,E09000019,Islington 004C,Islington 004,Islington,,1451309
E01002772,2792,Islington 002F,E09000019,Islington,28.721,8637,3,0.175,8370,3,0.102,12270,4,7.787999999999999,24162,8,0.431,9936,4,1.0270000000000001,3322,2,32.107,5574,2,38.525,4793,2,N19 3EA,N19  3EA,N19 3EA,199201,199405,1,E00013818,E02000555,E09000019,Islington 002F,Islington 002,Islington,,1450801
E01002773,2793,Islington 004D,E09000019,Islington,50.095,2164,1,0.324,1567,1,0.231,1879,1,22.424,12285,4,0.7120000000000001,6761,3,2.05,176,1,29.198,7506,3,26.805,10679,4,N19 5BH,N19  5BH,N19 5BH,199906,0,0,E00013820,E02000557,E09000019,Islington 004D,Islington 004,Islington,,1451311
E01002774,2794,Islington 004E,E09000019,Islington,30.891,7608,3,0.17600000000000002,8359,3,0.125,9135,3,8.902000000000001,22968,7,0.597,7962,3,1.318,1677,1,29.323,7422,3,33.271,7071,3,N19 3EW,N19  3EW,N19 3EW,198001,0,0,E00013815,E02000557,E09000019,Islington 004E,Islington 004,Islington,,1450817
E01002775,2795,Islington 014D,E09000019,Islington,22.198,12620,4,0.12300000000000001,13345,5,0.08199999999999999,15922,5,12.815999999999999,19194,6,0.361,10846,4,0.644,7148,3,25.831,10332,4,34.606,6429,2,N1  2LR,N1   2LR,N1 2LR,198001,0,0,E00013828,E02000567,E09000019,Islington 014D,Islington 014,Islington,,1437688
E01002776,2796,Islington 014E,E09000019,Islington,32.141999999999996,7029,3,0.204,6449,2,0.114,10519,4,16.766,15991,5,0.895,5088,2,0.547,8441,3,27.991,8444,3,44.236999999999995,3092,1,N1  2QD,N1   2QD,N1 2QD,198001,0,0,E00013834,E02000567,E09000019,Islington 014E,Islington 014,Islington,,1437606
E01002777,2797,Islington 012A,E09000019,Islington,27.576,9255,3,0.175,8441,3,0.107,11442,4,6.937,25108,8,0.677,7100,3,0.589,7876,3,25.119,10991,4,43.662,3253,1,N1  4HQ,N1   4HQ,N1 4HQ,200211,0,0,E00013831,E02000565,E09000019,Islington 012A,Islington 012,Islington,,1438398
E01002778,2798,Islington 012B,E09000019,Islington,39.066,4551,2,0.251,3974,2,0.154,6195,2,24.105999999999998,11288,4,0.741,6456,2,1.253,1957,1,31.826999999999998,5759,2,31.053,8225,3,E8  2BB,E8   2BB,E8 2BB,199208,0,1,E00013835,E02000565,E09000019,Islington 012B,Islington 012,Islington,,739652
E01002779,2799,Islington 012C,E09000019,Islington,18.595,15584,5,0.12300000000000001,13340,5,0.066,19838,7,8.116,23825,8,-0.408,22219,7,0.884,4545,2,26.999000000000002,9277,3,28.816,9500,3,N1  4QX,N1   4QX,N1 4QX,198001,0,0,E00013859,E02000565,E09000019,Islington 012C,Islington 012,Islington,,1438790
E01002780,2800,Islington 014F,E09000019,Islington,26.351,9965,4,0.177,8231,3,0.127,8879,3,9.3,22575,7,0.377,10624,4,0.556,8310,3,25.394000000000002,10750,4,32.161,7632,3,N1  2FS,N1   2FS,N1 2FS,199812,0,0,E00013864,E02000567,E09000019,Islington 014F,Islington 014,Islington,,1437654
E01002781,2801,Islington 012D,E09000019,Islington,28.936,8526,3,0.23199999999999998,4882,2,0.139,7552,3,12.247,19723,7,0.414,10145,4,0.41600000000000004,10222,4,25.889,10274,4,24.351999999999997,12193,4,N5  2BY,N5   2BY,N5 2BY,198106,0,0,E00013856,E02000565,E09000019,Islington 012D,Islington 012,Islington,,1459758
E01002782,2802,Islington 012E,E09000019,Islington,37.168,5157,2,0.27399999999999997,3097,1,0.157,5933,2,22.688000000000002,12109,4,0.7440000000000001,6426,2,0.888,4504,2,28.156999999999996,8295,3,24.673000000000002,11985,4,N1  4NB,N1   4NB,N1 4NB,198001,0,0,E00013846,E02000565,E09000019,Islington 012E,Islington 012,Islington,,1438666
E01002783,2803,Islington 010B,E09000019,Islington,46.45399999999999,2766,1,0.28600000000000003,2678,1,0.209,2731,1,21.209,13017,4,1.411,1826,1,1.044,3197,1,29.916,7030,3,31.146,8181,3,N7  0JL,N7   0JL,N7 0JL,200502,0,0,E00013882,E02000563,E09000019,Islington 010B,Islington 010,Islington,,1461259
E01002784,2804,Islington 010C,E09000019,Islington,34.3,6145,2,0.243,4359,2,0.16399999999999998,5418,2,16.574,16140,5,0.72,6681,3,0.611,7578,3,30.739,6447,2,22.758000000000003,13298,5,N19 5AJ,N19  5AJ,N19 5AJ,198001,0,0,E00013878,E02000563,E09000019,Islington 010C,Islington 010,Islington,,1451292
E01002785,2805,Islington 008B,E09000019,Islington,18.889,15334,5,0.096,16892,6,0.085,15246,5,2.101,30782,10,-0.65,25342,8,0.695,6562,2,25.596,10569,4,44.951,2909,1,N19 3PJ,N19  3PJ,N19 3PJ,199405,199501,1,E00013886,E02000561,E09000019,Islington 008B,Islington 008,Islington,,1451168
E01002786,2806,Islington 010D,E09000019,Islington,36.106,5495,2,0.242,4400,2,0.152,6386,2,8.44,23473,8,0.9109999999999999,4953,2,1.038,3235,1,32.772,5220,2,29.836,8914,3,N7  0PH,N7   0PH,N7 0PH,198001,0,0,E00013892,E02000563,E09000019,Islington 010D,Islington 010,Islington,,1461210
E01002787,2807,Islington 010E,E09000019,Islington,32.105,7051,3,0.185,7695,3,0.122,9478,3,12.519,19484,6,0.998,4241,2,0.701,6494,2,31.401999999999997,6028,2,38.648,4738,2,N7  0JN,N7   0JN,N7 0JN,198001,0,0,E00013879,E02000563,E09000019,Islington 010E,Islington 010,Islington,,1461263
E01002788,2808,Islington 008C,E09000019,Islington,16.985,17004,6,0.099,16391,5,0.083,15753,5,2.069,30812,10,-0.42100000000000004,22391,7,0.42700000000000005,10074,4,30.115,6883,3,29.307,9212,3,N19 4PL,N19  4PL,N19 4PL,200304,0,0,E00013893,E02000561,E09000019,Islington 008C,Islington 008,Islington,,1451522
E01002789,2809,Islington 008D,E09000019,Islington,13.703,20257,7,0.077,20165,7,0.057,22259,7,0.537,32490,10,-0.733,26280,9,0.669,6859,3,23.035,13170,5,34.467,6486,2,N19 5BG,N19  5BG,N19 5BG,198001,0,0,E00013905,E02000561,E09000019,Islington 008D,Islington 008,Islington,,1451310
E01002790,2810,Islington 016D,E09000019,Islington,42.268,3653,2,0.27399999999999997,3067,1,0.21100000000000002,2664,1,24.607,11044,4,0.767,6205,2,0.927,4155,2,26.861,9406,3,33.035,7183,3,N1  1SF,N1   1SF,N1 1SF,200601,0,0,E00013947,E02000569,E09000019,Islington 016D,Islington 016,Islington,,1437209
E01002791,2811,Islington 016E,E09000019,Islington,13.879000000000001,20072,7,0.075,20564,7,0.054000000000000006,23313,8,10.811,21074,7,-0.469,23009,8,0.439,9923,4,21.656999999999996,14714,5,32.805,7294,3,N1  1RQ,N1   1RQ,N1 1RQ,198001,0,0,E00013949,E02000569,E09000019,Islington 016E,Islington 016,Islington,,1437542
E01002792,2812,Islington 017E,E09000019,Islington,16.098,17852,6,0.09699999999999999,16844,6,0.06,21614,7,4.696000000000001,27662,9,0.059000000000000004,15096,5,0.267,12432,4,23.594,12555,4,36.347,5653,2,N1  0GU,N1   0GU,N1 0GU,200106,200311,1,E00013925,E02000570,E09000019,Islington 017E,Islington 017,Islington,,1437003
E01002793,2813,Islington 016F,E09000019,Islington,36.247,5450,2,0.24,4526,2,0.14800000000000002,6715,3,13.255,18824,6,0.748,6387,2,1.266,1902,1,25.627,10541,4,37.118,5336,2,N1  2SR,N1   2SR,N1 2SR,198001,0,0,E00013927,E02000569,E09000019,Islington 016F,Islington 016,Islington,,1437602
E01002794,2814,Islington 020B,E09000019,Islington,22.215999999999998,12607,4,0.11800000000000001,13959,5,0.078,16885,6,7.441,24549,8,0.0,16023,5,0.8240000000000001,5174,2,26.061,10124,4,46.461000000000006,2562,1,N1  0PZ,N1   0PZ,N1 0PZ,198001,0,0,E00013932,E02000573,E09000019,Islington 020B,Islington 020,Islington,,1437002
E01002795,2815,Islington 013D,E09000019,Islington,25.019000000000002,10755,4,0.158,9826,3,0.10099999999999999,12305,4,15.707,16822,6,0.05,15239,5,0.853,4858,2,24.636999999999997,11484,4,35.08,6208,2,N1  1SJ,N1   1SJ,N1 1SJ,200012,0,0,E00174752,E02000566,E09000019,Islington 013D,Islington 013,Islington,,1437280
E01002796,2816,Islington 013E,E09000019,Islington,23.575,11641,4,0.159,9734,3,0.10300000000000001,11979,4,1.671,31254,10,0.331,11196,4,0.499,9088,3,25.572,10593,4,37.95,5007,2,N7  8PB,N7   8PB,N7 8PB,198001,0,0,E00013938,E02000566,E09000019,Islington 013E,Islington 013,Islington,,1462040
E01002797,2817,Islington 018B,E09000019,Islington,32.118,7039,3,0.207,6266,2,0.129,8691,3,19.239,14231,5,0.59,8056,3,1.015,3405,2,27.151,9121,3,32.236,7592,3,N1  8TY,N1   8TY,N1 8TY,199007,0,0,E00013962,E02000571,E09000019,Islington 018B,Islington 018,Islington,,1439657
E01002798,2818,Islington 018C,E09000019,Islington,21.479,13193,5,0.145,10946,4,0.094,13620,5,5.725,26470,9,0.235,12577,4,0.628,7350,3,22.111,14198,5,32.049,7684,3,N1  7AA,N1   7AA,N1 7AA,198001,0,0,E00013983,E02000571,E09000019,Islington 018C,Islington 018,Islington,,1439208
E01002799,2819,Islington 018D,E09000019,Islington,32.282,6972,3,0.24100000000000002,4425,2,0.13,8536,3,14.199000000000002,17989,6,0.606,7864,3,0.29100000000000004,12072,4,28.565,7991,3,41.053000000000004,3924,2,N1  7AD,N1   7AD,N1 7AD,198001,0,0,E00174801,E02000571,E09000019,Islington 018D,Islington 018,Islington,,1439210
E01002800,2820,Islington 018E,E09000019,Islington,38.934,4590,2,0.231,4939,2,0.149,6626,3,40.765,5176,2,0.384,10540,4,0.8,5420,2,33.135,5008,2,44.849,2940,1,N1  7AY,N1   7AY,N1 7AY,198001,0,0,E00013989,E02000571,E09000019,Islington 018E,Islington 018,Islington,,1439226
E01002801,2821,Islington 020C,E09000019,Islington,16.852,17133,6,0.095,17125,6,0.061,21109,7,1.383,31601,10,-0.637,25172,8,0.653,7042,3,21.824,14529,5,48.496,2169,1,N1  8AA,N1   8AA,N1 8AA,198001,0,0,E00013990,E02000573,E09000019,Islington 020C,Islington 020,Islington,,1439371
E01002802,2822,Islington 020D,E09000019,Islington,25.903000000000002,10255,4,0.142,11235,4,0.11,11060,4,5.643,26566,9,0.47200000000000003,9440,3,0.856,4837,2,22.183000000000003,14114,5,44.442,3035,1,N1  7RJ,N1   7RJ,N1 7RJ,199101,0,0,E00013960,E02000573,E09000019,Islington 020D,Islington 020,Islington,,1439261
E01002803,2823,Islington 020E,E09000019,Islington,23.761,11531,4,0.152,10314,4,0.084,15449,5,12.225999999999999,19741,7,-0.068,17066,6,0.708,6420,2,26.054000000000002,10128,4,43.586000000000006,3276,1,EC1V1AL,EC1V 1AL,EC1V 1AL,201505,0,0,E00174809,E02000573,E09000019,Islington 020E,Islington 020,Islington,,744451
E01002804,2824,Islington 001D,E09000019,Islington,37.376,5087,2,0.255,3792,2,0.198,3255,1,22.754,12064,4,0.629,7617,3,0.5379999999999999,8566,3,29.128,7553,3,23.73,12619,4,N19 3DR,N19  3DR,N19 3DR,200301,0,0,E00014000,E02000554,E09000019,Islington 001D,Islington 001,Islington,,1451015
