,LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
2451,E01002428,Hillingdon 018F,E09000017,Hillingdon,12.152,21987,7,0.075,20466,7,0.049,25143,8,17.534,15436,5,-0.57,24324,8,0.163,14110,5,26.07,10117,4,12.978,21066,7
2452,E01002429,Hillingdon 019C,E09000017,Hillingdon,30.131,7970,3,0.185,7661,3,0.118,9935,4,26.528,10047,4,0.11,14361,5,0.322,11618,4,46.617,787,1,18.145,16698,6
2453,E01002430,Hillingdon 007A,E09000017,Hillingdon,6.105,29334,9,0.024,31780,10,0.034,29600,10,2.566,30254,10,-1.054,29252,9,0.012,16485,6,26.18,10013,4,12.302,21696,7
2454,E01002431,Hillingdon 006C,E09000017,Hillingdon,4.924,30573,10,0.028,31231,10,0.03,30552,10,1.399,31577,10,-1.403,31355,10,0.114,14904,5,18.443,18558,6,15.554,18766,6
2455,E01002432,Hillingdon 006D,E09000017,Hillingdon,6.636,28738,9,0.05,26072,8,0.032,30194,10,2.807,29972,10,-1.027,29038,9,0.342,11279,4,15.742,22021,7,16.831,17728,6
2456,E01002433,Hillingdon 004A,E09000017,Hillingdon,16.922,17059,6,0.111,14819,5,0.086,14992,5,14.259,17941,6,-0.906,28023,9,-0.007,16793,6,33.677,4736,2,15.609,18730,6
2457,E01002434,Hillingdon 007B,E09000017,Hillingdon,5.524,30000,10,0.03,30845,10,0.026,31524,10,3.058,29660,10,-1.047,29197,9,0.262,12527,4,15.805,21928,7,18.483,16442,6
2458,E01002435,Hillingdon 007C,E09000017,Hillingdon,4.163,31339,10,0.028,31189,10,0.035,29483,9,2.863,29905,10,-0.936,28277,9,-0.658,25739,8,15.942,21747,7,16.047,18383,6
2459,E01002436,Hillingdon 004B,E09000017,Hillingdon,10.954,23393,8,0.075,20454,7,0.067,19584,6,5.991,26171,8,-0.676,25655,8,0.099,15139,5,21.746,14612,5,15.094,19112,6
2460,E01002437,Hillingdon 006E,E09000017,Hillingdon,5.755,29735,10,0.041,28358,9,0.032,30166,10,1.734,31182,10,-1.189,30225,10,-0.625,25370,8,26.742,9525,3,13.999,20110,7
2461,E01002438,Hillingdon 003A,E09000017,Hillingdon,12.569,21531,7,0.068,21826,7,0.053,23777,8,13.086,18960,6,-0.371,21744,7,-0.899,28232,9,38.753,2571,1,7.537,26687,9
2462,E01002439,Hillingdon 003B,E09000017,Hillingdon,17.002,16990,6,0.113,14613,5,0.081,16125,5,17.282,15612,5,0.298,11653,4,-0.085,17905,6,22.496,13756,5,11.212,22770,7
2463,E01002440,Hillingdon 003C,E09000017,Hillingdon,20.207,14167,5,0.115,14269,5,0.083,15601,5,28.072,9370,3,0.282,11875,4,0.111,14958,5,29.626,7221,3,8.485,25651,8
2464,E01002441,Hillingdon 003D,E09000017,Hillingdon,23.701,11576,4,0.151,10413,4,0.099,12737,4,23.052,11870,4,0.284,11847,4,0.748,5963,2,26.287,9901,4,12.422,21589,7
2465,E01002442,Hillingdon 003E,E09000017,Hillingdon,23.76,11533,4,0.143,11170,4,0.108,11283,4,32.399,7661,3,0.089,14677,5,-0.274,20669,7,35.204,3984,2,11.138,22844,7
2466,E01002443,Hillingdon 032A,E09000017,Hillingdon,19.901,14430,5,0.074,20740,7,0.039,28039,9,15.9,16658,6,-0.894,27928,9,0.833,5082,2,48.245,544,1,30.335,8610,3
2467,E01002444,Hillingdon 031A,E09000017,Hillingdon,22.563,12349,4,0.096,16999,6,0.066,19761,7,16.185,16418,5,-0.012,16196,5,-0.565,24651,8,53.157,103,1,31.326,8093,3
2468,E01002445,Hillingdon 029A,E09000017,Hillingdon,30.41,7835,3,0.189,7362,3,0.112,10714,4,41.929,4892,2,0.261,12168,4,0.686,6656,3,32.237,5501,2,19.249,15841,5
2469,E01002446,Hillingdon 031B,E09000017,Hillingdon,21.888,12848,4,0.086,18602,6,0.064,20436,7,21.986,12552,4,-0.194,19035,6,1.286,1814,1,32.287,5475,2,28.307,9780,3
2470,E01002447,Hillingdon 031C,E09000017,Hillingdon,24.211,11245,4,0.115,14294,5,0.059,21809,7,26.354,10129,4,-0.652,25373,8,0.112,14954,5,46.15,869,1,45.231,2839,1
2471,E01002448,Hillingdon 032B,E09000017,Hillingdon,18.249,15919,5,0.095,17107,6,0.052,24081,8,16.65,16077,5,-0.487,23235,8,0.662,6946,3,28.207,8261,3,38.913,4643,2
2472,E01002449,Hillingdon 032C,E09000017,Hillingdon,21.375,13247,5,0.139,11610,4,0.075,17448,6,15.13,17269,6,-0.252,19904,7,0.144,14410,5,41.83,1703,1,21.962,13876,5
2473,E01002450,Hillingdon 014A,E09000017,Hillingdon,7.627,27513,9,0.046,27034,9,0.034,29735,10,13.27,18810,6,-0.866,27661,9,0.0,16667,6,18.16,18926,6,17.04,17557,6
2474,E01002451,Hillingdon 014B,E09000017,Hillingdon,7.125,28166,9,0.051,26038,8,0.045,26504,9,8.891,22982,7,-0.789,26893,9,-0.223,19949,7,17.161,20235,7,14.461,19696,6
2475,E01002452,Hillingdon 014C,E09000017,Hillingdon,9.387,25275,8,0.063,23028,8,0.052,24064,8,11.126,20777,7,-0.835,27332,9,-0.673,25914,8,18.759,18164,6,26.297,10993,4
2476,E01002453,Hillingdon 014D,E09000017,Hillingdon,11.258,23046,8,0.081,19442,6,0.05,24629,8,11.161,20742,7,-0.388,21971,7,-0.377,22115,7,19.704,16994,6,26.166,11064,4
2477,E01002454,Hillingdon 014E,E09000017,Hillingdon,19.651,14666,5,0.133,12201,4,0.11,11074,4,18.913,14460,5,-0.114,17804,6,0.11,14978,5,22.877,13340,5,16.269,18184,6
2478,E01002455,Hillingdon 019D,E09000017,Hillingdon,20.172,14192,5,0.113,14513,5,0.088,14662,5,18.198,14999,5,-0.315,20901,7,0.912,4279,2,26.383,9826,3,18.656,16307,5
2479,E01002456,Hillingdon 017C,E09000017,Hillingdon,19.196,15086,5,0.121,13545,5,0.077,17111,6,18.143,15041,5,0.155,13663,5,0.122,14780,5,24.94,11177,4,27.403,10308,4
2480,E01002457,Hillingdon 019E,E09000017,Hillingdon,26.837,9683,3,0.169,8912,3,0.111,10869,4,23.665,11524,4,0.228,12671,4,0.865,4746,2,30.028,6951,3,17.925,16874,6
2481,E01002458,Hillingdon 011A,E09000017,Hillingdon,7.08,28217,9,0.034,30043,10,0.044,26607,9,4.554,27842,9,-1.275,30734,10,-0.095,18072,6,26.69,9569,3,13.815,20290,7
2482,E01002459,Hillingdon 011B,E09000017,Hillingdon,3.738,31719,10,0.019,32345,10,0.033,29836,10,3.655,28943,9,-0.966,28554,9,-0.757,26864,9,17.835,19355,6,11.699,22275,7
2483,E01002460,Hillingdon 011C,E09000017,Hillingdon,6.577,28811,9,0.058,24286,8,0.038,28380,9,3.696,28886,9,-0.834,27324,9,-0.327,21425,7,16.678,20830,7,18.729,16244,5
2484,E01002461,Hillingdon 013A,E09000017,Hillingdon,10.271,24176,8,0.048,26646,9,0.042,27187,9,4.211,28275,9,-1.028,29044,9,-0.371,22038,7,41.039,1916,1,12.503,21509,7
2485,E01002462,Hillingdon 011D,E09000017,Hillingdon,6.945,28397,9,0.025,31674,10,0.023,31927,10,1.477,31481,10,-1.391,31299,10,-0.722,26464,9,38.686,2588,1,10.974,23031,8
2486,E01002463,Hillingdon 013B,E09000017,Hillingdon,7.321,27916,9,0.044,27614,9,0.05,24733,8,3.341,29327,9,-1.009,28904,9,-0.838,27678,9,29.723,7163,3,10.789,23226,8
2487,E01002464,Hillingdon 011E,E09000017,Hillingdon,6.369,29027,9,0.059,23985,8,0.041,27441,9,7.701,24247,8,-0.579,24443,8,-0.684,26036,8,14.664,23451,8,11.706,22265,7
2488,E01002465,Hillingdon 009A,E09000017,Hillingdon,10.44,23956,8,0.074,20756,7,0.051,24261,8,9.716,22138,7,-0.432,22538,7,-0.264,20535,7,23.622,12522,4,15.788,18589,6
2489,E01002466,Hillingdon 010B,E09000017,Hillingdon,7.607,27551,9,0.055,24860,8,0.034,29631,10,7.776,24173,8,-1.132,29823,10,-0.28,20757,7,22.259,14013,5,20.695,14760,5
2490,E01002467,Hillingdon 009B,E09000017,Hillingdon,5.772,29710,10,0.044,27634,9,0.041,27590,9,7.922,24036,8,-0.92,28147,9,-0.444,23043,8,16.842,20629,7,12.029,21948,7
2491,E01002468,Hillingdon 010C,E09000017,Hillingdon,6.832,28529,9,0.038,29047,9,0.033,29956,10,10.287,21562,7,-0.898,27960,9,-0.064,17606,6,17.942,19211,6,19.147,15935,5
2492,E01002469,Hillingdon 010D,E09000017,Hillingdon,7.97,27093,9,0.039,28890,9,0.038,28550,9,9.921,21906,7,-0.891,27897,9,-0.044,17341,6,20.18,16438,6,24.295,12226,4
2493,E01002470,Hillingdon 007D,E09000017,Hillingdon,10.721,23632,8,0.087,18284,6,0.048,25480,8,6.877,25167,8,-0.764,26613,9,0.043,16005,5,20.312,16274,5,23.759,12593,4
2494,E01002471,Hillingdon 008E,E09000017,Hillingdon,7.311,27928,9,0.048,26599,9,0.038,28558,9,8.201,23732,8,-0.951,28415,9,0.111,14966,5,16.055,21599,7,19.506,15671,5
2495,E01002472,Hillingdon 002A,E09000017,Hillingdon,8.241,26768,9,0.081,19412,6,0.042,27258,9,4.809,27539,9,-0.648,25319,8,-0.485,23566,8,22.895,13331,5,10.391,23658,8
2496,E01002473,Hillingdon 001A,E09000017,Hillingdon,15.968,17981,6,0.079,19813,7,0.075,17509,6,2.106,30778,10,-0.642,25246,8,0.11,14979,5,45.858,910,1,10.221,23832,8
2497,E01002474,Hillingdon 002B,E09000017,Hillingdon,10.473,23911,8,0.088,18133,6,0.053,23789,8,4.816,27527,9,-0.791,26918,9,-0.087,17940,6,24.299,11820,4,16.327,18118,6
2498,E01002475,Hillingdon 001B,E09000017,Hillingdon,17.647,16423,6,0.118,13980,5,0.122,9398,3,7.387,24604,8,0.085,14744,5,-0.86,27893,9,27.853,8561,3,8.68,25433,8
2499,E01002476,Hillingdon 001C,E09000017,Hillingdon,4.554,30955,10,0.046,27069,9,0.03,30670,10,0.806,32229,10,-1.272,30712,10,-0.382,22201,7,20.79,15724,5,9.188,24900,8
2500,E01002477,Hillingdon 001D,E09000017,Hillingdon,9.978,24561,8,0.083,19055,6,0.063,20625,7,2.749,30032,10,-0.317,20923,7,-0.499,23777,8,23.462,12710,4,8.477,25664,8
2501,E01002478,Hillingdon 002C,E09000017,Hillingdon,7.519,27666,9,0.066,22368,7,0.05,24726,8,4.301,28164,9,-0.903,28007,9,-0.358,21860,7,21.105,15374,5,10.553,23486,8
2502,E01002479,Hillingdon 004C,E09000017,Hillingdon,19.628,14690,5,0.139,11607,4,0.098,12925,4,11.596,20329,7,0.002,15983,5,0.113,14932,5,32.159,5550,2,10.021,24044,8
2503,E01002480,Hillingdon 004D,E09000017,Hillingdon,4.074,31432,10,0.035,29762,10,0.029,30831,10,2.414,30403,10,-1.405,31364,10,-0.733,26613,9,23.132,13067,4,8.196,25957,8
2504,E01002481,Hillingdon 004E,E09000017,Hillingdon,19.065,15178,5,0.149,10619,4,0.105,11809,4,10.393,21462,7,-0.451,22777,7,-0.235,20133,7,34.045,4555,2,10.206,23845,8
2505,E01002482,Hillingdon 001E,E09000017,Hillingdon,3.114,32164,10,0.026,31534,10,0.026,31455,10,0.862,32167,10,-1.027,29041,9,-0.641,25545,8,17.452,19854,7,10.006,24055,8
2506,E01002483,Hillingdon 002D,E09000017,Hillingdon,9.321,25352,8,0.065,22589,7,0.06,21574,7,3.698,28878,9,-0.445,22704,7,-0.413,22612,7,22.762,13458,5,14.664,19508,6
2507,E01002484,Hillingdon 002E,E09000017,Hillingdon,21.292,13323,5,0.141,11350,4,0.11,11039,4,9.914,21913,7,0.241,12492,4,0.221,13170,5,25.13,10976,4,23.935,12463,4
2508,E01002485,Hillingdon 002F,E09000017,Hillingdon,15.274,18663,6,0.101,16169,5,0.076,17352,6,7.257,24744,8,-0.244,19785,7,0.185,13757,5,25.708,10450,4,21.939,13890,5
2509,E01002486,Hillingdon 028A,E09000017,Hillingdon,24.901,10820,4,0.174,8480,3,0.097,13083,4,25.068,10793,4,-0.576,24398,8,0.276,12302,4,38.299,2738,1,24.115,12341,4
2510,E01002487,Hillingdon 028B,E09000017,Hillingdon,24.08,11335,4,0.151,10441,4,0.097,13070,4,24.886,10893,4,-0.554,24114,8,0.137,14537,5,38.859,2536,1,27.655,10159,4
2511,E01002488,Hillingdon 030B,E09000017,Hillingdon,18.599,15580,5,0.107,15352,5,0.081,16053,5,18.231,14969,5,-0.548,24020,8,0.311,11779,4,31.368,6039,2,24.637,12001,4
2512,E01002489,Hillingdon 030C,E09000017,Hillingdon,15.991,17959,6,0.106,15487,5,0.063,20552,7,12.28,19689,6,-0.724,26163,8,0.429,10043,4,29.696,7179,3,22.817,13250,5
2513,E01002490,Hillingdon 030D,E09000017,Hillingdon,21.801,12914,4,0.127,12856,4,0.073,18070,6,23.595,11567,4,-0.584,24511,8,0.534,8617,3,29.948,7004,3,38.502,4803,2
2514,E01002491,Hillingdon 032D,E09000017,Hillingdon,26.093,10125,4,0.176,8335,3,0.103,12092,4,28.706,9101,3,-0.434,22564,7,0.418,10191,4,36.152,3560,2,24.799,11909,4
2515,E01002492,Hillingdon 030E,E09000017,Hillingdon,21.072,13506,5,0.135,12054,4,0.082,15871,5,25.213,10720,4,-0.485,23203,8,0.304,11881,4,28.76,7846,3,30.028,8793,3
2516,E01002493,Hillingdon 032E,E09000017,Hillingdon,31.917,7115,3,0.201,6613,3,0.117,10075,4,36.094,6410,2,-0.022,16327,5,0.302,11908,4,47.883,580,1,16.568,17925,6
2517,E01002494,Hillingdon 009C,E09000017,Hillingdon,11.192,23112,8,0.085,18706,6,0.057,22501,7,9.06,22794,7,-0.517,23650,8,-0.611,25203,8,24.283,11838,4,19.851,15404,5
2518,E01002495,Hillingdon 010E,E09000017,Hillingdon,10.037,24471,8,0.071,21224,7,0.045,26240,8,11.137,20764,7,-0.831,27301,9,-0.367,21987,7,25.27,10860,4,19.432,15727,5
2519,E01002496,Hillingdon 033A,E09000017,Hillingdon,16.8,17182,6,0.099,16490,6,0.067,19672,6,16.876,15907,5,-0.301,20662,7,-0.06,17551,6,28.655,7925,3,30.401,8580,3
2520,E01002497,Hillingdon 033B,E09000017,Hillingdon,15.001,18915,6,0.113,14609,5,0.059,21839,7,15.757,16780,6,-0.731,26256,8,0.275,12311,4,24.476,11650,4,22.452,13523,5
2521,E01002498,Hillingdon 033C,E09000017,Hillingdon,8.295,26697,9,0.052,25706,8,0.04,27800,9,6.794,25261,8,-0.826,27260,9,0.4,10444,4,15.912,21794,7,19.62,15583,5
2522,E01002499,Hillingdon 033D,E09000017,Hillingdon,12.74,21340,7,0.08,19490,6,0.062,21000,7,9.415,22454,7,-0.548,24021,8,-0.532,24207,8,32.09,5594,2,17.849,16946,6
2523,E01002501,Hillingdon 026B,E09000017,Hillingdon,21.242,13368,5,0.134,12129,4,0.098,12974,4,19.173,14274,5,-0.518,23672,8,0.569,8153,3,30.395,6683,3,21.49,14198,5
2524,E01002502,Hillingdon 026C,E09000017,Hillingdon,29.205,8401,3,0.184,7736,3,0.129,8644,3,33.577,7247,3,0.162,13581,5,0.587,7896,3,31.472,5978,2,18.778,16207,5
2525,E01002503,Hillingdon 027C,E09000017,Hillingdon,30.981,7561,3,0.201,6603,3,0.118,9985,4,21.849,12641,4,0.421,10057,4,0.989,3608,2,30.227,6809,3,29.414,9143,3
2526,E01002504,Hillingdon 027D,E09000017,Hillingdon,25.275,10595,4,0.172,8654,3,0.092,13950,5,23.324,11714,4,0.19,13200,5,0.572,8098,3,32.29,5474,2,20.966,14584,5
2527,E01002505,Hillingdon 026D,E09000017,Hillingdon,36.03,5524,2,0.213,5921,2,0.142,7333,3,21.064,13093,4,0.373,10667,4,1.166,2433,1,39.166,2431,1,33.532,6938,3
2528,E01002506,Hillingdon 027E,E09000017,Hillingdon,32.981,6678,3,0.196,6928,3,0.122,9393,3,23.387,11681,4,0.193,13167,5,1.18,2354,1,39.771,2267,1,26.015,11150,4
2529,E01002507,Hillingdon 027F,E09000017,Hillingdon,21.013,13549,5,0.149,10595,4,0.063,20726,7,13.843,18293,6,-0.65,25338,8,0.884,4541,2,34.851,4147,2,24.254,12253,4
2530,E01002508,Hillingdon 026E,E09000017,Hillingdon,34.585,6038,2,0.223,5341,2,0.142,7334,3,26.853,9888,4,0.09,14667,5,1.294,1780,1,32.597,5330,2,26.786,10693,4
2531,E01002509,Hillingdon 017D,E09000017,Hillingdon,8.183,26850,9,0.047,26970,9,0.033,29852,10,6.977,25063,8,-0.937,28289,9,-0.008,16820,6,25.698,10459,4,20.058,15244,5
2532,E01002511,Hillingdon 017E,E09000017,Hillingdon,23.569,11647,4,0.142,11292,4,0.108,11335,4,16.452,16224,5,0.001,16010,5,0.639,7214,3,33.645,4749,2,17.132,17484,6
2533,E01002512,Hillingdon 013C,E09000017,Hillingdon,6.058,29384,9,0.049,26341,9,0.034,29712,10,1.597,31333,10,-1.176,30141,10,0.052,15864,5,20.193,16426,6,13.994,20116,7
2534,E01002513,Hillingdon 013D,E09000017,Hillingdon,12.172,21967,7,0.073,21007,7,0.078,16832,6,5.542,26677,9,-0.443,22683,7,0.08,15420,5,23.114,13085,4,16.038,18393,6
2535,E01002514,Hillingdon 015C,E09000017,Hillingdon,12.343,21785,7,0.088,18220,6,0.056,22840,7,4.933,27377,9,-0.979,28656,9,0.228,13069,4,26.757,9503,3,23.743,12605,4
2536,E01002515,Hillingdon 015D,E09000017,Hillingdon,21.833,12892,4,0.134,12110,4,0.092,13935,5,9.694,22164,7,-0.127,18011,6,0.41,10303,4,36.957,3218,1,25.953,11185,4
2537,E01002516,Hillingdon 013E,E09000017,Hillingdon,7.515,27668,9,0.042,28032,9,0.044,26730,9,2.726,30060,10,-0.781,26795,9,0.046,15955,5,24.546,11584,4,14.381,19783,7
2538,E01002518,Hillingdon 022C,E09000017,Hillingdon,10.195,24260,8,0.058,24179,8,0.036,28955,9,12.031,19906,7,-0.616,24906,8,0.508,8974,3,20.665,15872,5,17.805,16976,6
2539,E01002519,Hillingdon 022D,E09000017,Hillingdon,29.904,8067,3,0.163,9387,3,0.125,9133,3,29.394,8827,3,0.361,10847,4,0.631,7322,3,33.797,4678,2,29.51,9092,3
2540,E01002520,Hillingdon 016B,E09000017,Hillingdon,19.737,14591,5,0.164,9298,3,0.092,13881,5,18.901,14468,5,-0.383,21909,7,-0.79,27201,9,31.894,5723,2,16.497,17987,6
2541,E01002521,Hillingdon 016C,E09000017,Hillingdon,29.236,8385,3,0.205,6378,2,0.122,9476,3,11.263,20653,7,0.858,5385,2,0.34,11329,4,35.428,3884,2,17.137,17480,6
2542,E01002523,Hillingdon 016D,E09000017,Hillingdon,17.141,16868,6,0.085,18687,6,0.055,23198,8,11.394,20532,7,-0.242,19743,7,0.442,9884,4,34.073,4538,2,31.496,7993,3
2543,E01002525,Hillingdon 029B,E09000017,Hillingdon,19.294,15013,5,0.095,17126,6,0.055,22958,7,11.935,20000,7,-0.199,19126,6,1.406,1334,1,19.161,17663,6,34.789,6333,2
2544,E01002526,Hillingdon 028C,E09000017,Hillingdon,28.751,8626,3,0.153,10249,4,0.113,10690,4,38.298,5820,2,0.026,15605,5,0.717,6316,2,36.105,3580,2,21.875,13928,5
2545,E01002527,Hillingdon 031D,E09000017,Hillingdon,27.692,9202,3,0.197,6852,3,0.117,10050,4,22.445,12278,4,0.292,11740,4,0.728,6201,2,26.817,9440,3,20.806,14688,5
2546,E01002528,Hillingdon 028D,E09000017,Hillingdon,35.075,5861,2,0.188,7434,3,0.125,9087,3,43.875,4434,2,0.012,15825,5,1.301,1749,1,38.281,2746,1,24.407,12157,4
2547,E01002529,Hillingdon 029C,E09000017,Hillingdon,20.428,13991,5,0.14,11409,4,0.075,17403,6,15.779,16771,6,-0.201,19147,6,0.891,4481,2,25.897,10265,4,20.292,15060,5
2548,E01002530,Hillingdon 029D,E09000017,Hillingdon,35.344,5774,2,0.214,5872,2,0.149,6655,3,45.265,4110,2,0.636,7545,3,0.729,6187,2,28.385,8122,3,21.376,14283,5
2549,E01002531,Hillingdon 029E,E09000017,Hillingdon,17.549,16512,6,0.114,14438,5,0.083,15640,5,13.262,18820,6,-0.064,16996,6,0.609,7602,3,21.399,15016,5,16.08,18354,6
2550,E01002532,Hillingdon 028E,E09000017,Hillingdon,28.501,8763,3,0.168,8963,3,0.091,14073,5,26.074,10283,4,-0.037,16559,6,0.22,13186,5,46.389,824,1,32.813,7287,3
2551,E01002533,Hillingdon 005A,E09000017,Hillingdon,17.077,16920,6,0.118,13954,5,0.09,14319,5,18.626,14682,5,-0.286,20447,7,-0.112,18318,6,27.052,9214,3,11.012,22995,8
2552,E01002534,Hillingdon 005B,E09000017,Hillingdon,9.663,24926,8,0.08,19595,6,0.049,24912,8,6.469,25636,8,-0.579,24438,8,0.053,15844,5,19.502,17272,6,14.535,19622,6
2553,E01002535,Hillingdon 007E,E09000017,Hillingdon,8.346,26634,9,0.062,23190,8,0.043,26887,9,3.552,29068,9,-0.849,27499,9,0.001,16664,6,18.846,18067,6,23.299,12926,4
2554,E01002536,Hillingdon 009D,E09000017,Hillingdon,9.06,25715,8,0.064,22829,7,0.047,25732,8,7.591,24381,8,-0.278,20325,7,-0.752,26802,9,24.69,11435,4,13.156,20902,7
2555,E01002537,Hillingdon 009E,E09000017,Hillingdon,7.147,28136,9,0.052,25663,8,0.044,26702,9,4.815,27530,9,-0.631,25097,8,-0.199,19600,6,20.233,16384,5,12.852,21178,7
2556,E01002538,Hillingdon 005C,E09000017,Hillingdon,12.169,21973,7,0.092,17579,6,0.069,18933,6,10.702,21179,7,-0.286,20433,7,-0.341,21613,7,21.837,14516,5,11.587,22394,7
2557,E01002539,Hillingdon 005D,E09000017,Hillingdon,7.115,28177,9,0.058,24087,8,0.047,25767,8,6.321,25815,8,-0.9,27973,9,-0.225,19980,7,18.41,18601,6,11.795,22175,7
2558,E01002540,Hillingdon 020C,E09000017,Hillingdon,27.799,9149,3,0.177,8252,3,0.117,10063,4,23.516,11605,4,0.14,13888,5,0.876,4621,2,33.359,4901,2,15.183,19037,6
2559,E01002541,Hillingdon 023A,E09000017,Hillingdon,14.753,19169,6,0.089,18127,6,0.054,23581,8,12.134,19823,7,-0.753,26504,9,0.564,8200,3,33.95,4592,2,12.728,21294,7
2560,E01002542,Hillingdon 020D,E09000017,Hillingdon,29.802,8115,3,0.21,6062,2,0.126,9007,3,21.854,12639,4,-0.036,16547,6,1.057,3098,1,31.229,6140,2,19.581,15615,5
2561,E01002543,Hillingdon 020E,E09000017,Hillingdon,30.671,7704,3,0.2,6671,3,0.122,9423,3,22.858,12000,4,-0.269,20182,7,1.111,2726,1,36.646,3351,2,24.996,11785,4
2562,E01002544,Hillingdon 023B,E09000017,Hillingdon,14.322,19620,6,0.082,19175,6,0.052,24024,8,9.658,22215,7,-0.438,22617,7,-0.066,17626,6,40.024,2183,1,12.643,21374,7
2563,E01002545,Hillingdon 023C,E09000017,Hillingdon,42.956,3488,2,0.286,2664,1,0.172,4815,2,37.642,6013,2,0.154,13673,5,0.714,6349,2,53.191,101,1,14.518,19638,6
2564,E01002546,Hillingdon 023D,E09000017,Hillingdon,19.602,14713,5,0.101,16167,5,0.057,22239,7,13.475,18615,6,-0.551,24070,8,-0.17,19205,6,47.238,671,1,31.309,8098,3
2565,E01002547,Hillingdon 023E,E09000017,Hillingdon,25.05,10730,4,0.186,7585,3,0.091,14161,5,17.551,15429,5,-0.495,23362,8,0.115,14901,5,45.767,925,1,19.66,15552,5
2566,E01002548,Hillingdon 025A,E09000017,Hillingdon,32.004,7083,3,0.219,5580,2,0.124,9194,3,42.224,4816,2,0.409,10203,4,0.253,12686,4,32.373,5443,2,21.385,14273,5
2567,E01002549,Hillingdon 025B,E09000017,Hillingdon,21.154,13435,5,0.121,13609,5,0.097,13050,4,19.16,14282,5,-0.252,19908,7,0.355,11087,4,34.096,4525,2,20.021,15277,5
2568,E01002550,Hillingdon 022E,E09000017,Hillingdon,29.539,8239,3,0.144,11042,4,0.101,12447,4,26.26,10176,4,0.24,12516,4,0.239,12877,4,52.288,137,1,23.356,12881,4
2569,E01002551,Hillingdon 025C,E09000017,Hillingdon,21.816,12906,4,0.152,10346,4,0.092,14005,5,23.941,11385,4,-0.061,16951,6,0.119,14825,5,30.686,6483,2,17.919,16883,6
2570,E01002552,Hillingdon 025D,E09000017,Hillingdon,29.289,8365,3,0.153,10199,4,0.094,13520,5,38.148,5862,2,-0.17,18678,6,1.776,441,1,26.358,9849,3,20.776,14714,5
2571,E01002553,Hillingdon 025E,E09000017,Hillingdon,36.121,5488,2,0.2,6672,3,0.137,7800,3,41.576,4980,2,0.839,5545,2,0.796,5463,2,37.543,3000,1,17.543,17174,6
2572,E01002554,Hillingdon 022F,E09000017,Hillingdon,27.843,9125,3,0.168,8988,3,0.105,11716,4,13.653,18459,6,-0.189,18977,6,1.558,904,1,31.169,6179,2,26.618,10798,4
2573,E01032577,Hillingdon 033E,E09000017,Hillingdon,10.313,24122,8,0.072,21039,7,0.043,26948,9,13.857,18284,6,-0.753,26494,9,-0.026,17087,6,20.954,15561,5,20.436,14949,5
2574,E01033724,Hillingdon 016F,E09000017,Hillingdon,10.113,24368,8,0.05,26158,8,0.025,31571,10,13.274,18805,6,-0.61,24838,8,-0.24,20200,7,30.006,6966,3,23.303,12920,4
2575,E01033725,Hillingdon 015F,E09000017,Hillingdon,21.577,13111,4,0.1,16351,5,0.083,15748,5,12.681,19330,6,-0.034,16524,6,0.563,8220,3,40.674,2002,1,24.706,11968,4
2576,E01002555,Hounslow 022A,E09000018,Hounslow,14.607,19332,6,0.082,19182,6,0.05,24843,8,16.423,16250,5,-0.671,25599,8,0.47,9467,3,28.092,8353,3,24.57,12048,4
2577,E01002556,Hounslow 022B,E09000018,Hounslow,16.965,17019,6,0.114,14383,5,0.061,21258,7,15.698,16830,6,-0.235,19649,6,-0.217,19868,7,29.166,7526,3,30.708,8405,3
2578,E01002557,Hounslow 023A,E09000018,Hounslow,25.437,10494,4,0.144,11062,4,0.088,14669,5,29.517,8779,3,-0.264,20088,7,0.369,10900,4,39.136,2443,1,30.515,8512,3
2579,E01002558,Hounslow 023B,E09000018,Hounslow,23.82,11490,4,0.149,10562,4,0.098,12853,4,24.786,10952,4,-0.085,17339,6,0.038,16093,5,32.812,5190,2,30.085,8751,3
2580,E01002559,Hounslow 023C,E09000018,Hounslow,25.75,10334,4,0.143,11211,4,0.092,13907,5,27.128,9762,3,-0.12,17897,6,-0.69,26108,8,47.991,569,1,27.645,10167,4
